,Common Name,Scientific Name,Date Sighted,Location Name,Num Sighted,Latitude,Longitude,Year,State
1313,Great Horned Owl,Bubo virginianus,2010-09-26 06:41,Switzer Lake Area,1,38.5719,-79.1451,2010,US-VA
1314,Common Raven,Corvus corax,2010-09-26 06:41,Switzer Lake Area,2,38.5719,-79.1451,2010,US-VA
1315,Winter Wren,Troglodytes hiemalis,2010-09-26 06:41,Switzer Lake Area,1,38.5719,-79.1451,2010,US-VA
1316,Veery,Catharus fuscescens,2010-09-26 06:41,Switzer Lake Area,1,38.5719,-79.1451,2010,US-VA
1317,White-crowned Sparrow,Zonotrichia leucophrys,2010-09-26 06:41,Switzer Lake Area,3,38.5719,-79.1451,2010,US-VA
1318,Worm-eating Warbler,Helmitheros vermivorum,2010-09-26 06:41,Switzer Lake Area,1,38.5719,-79.1451,2010,US-VA
1319,Hooded Warbler,Setophaga citrina,2010-09-26 06:41,Switzer Lake Area,1,38.5719,-79.1451,2010,US-VA
1320,Wood Duck,Aix sponsa,2010-09-26,Occoquan Bay NWR,3,38.6455061,-77.2361183,2010,US-VA
1321,Gadwall,Mareca strepera,2010-09-26,Occoquan Bay NWR,3,38.6455061,-77.2361183,2010,US-VA
1322,Ruddy Duck,Oxyura jamaicensis,2010-09-26,Occoquan Bay NWR,1,38.6455061,-77.2361183,2010,US-VA
1323,American Coot,Fulica americana,2010-09-26,Occoquan Bay NWR,4,38.6455061,-77.2361183,2010,US-VA
1324,Barred Owl,Strix varia,2010-09-26,Occoquan Bay NWR,2,38.6455061,-77.2361183,2010,US-VA
1325,Least Flycatcher,Empidonax minimus,2010-09-26,Occoquan Bay NWR,1,38.6455061,-77.2361183,2010,US-VA
1326,Philadelphia Vireo,Vireo philadelphicus,2010-09-26,Occoquan Bay NWR,1,38.6455061,-77.2361183,2010,US-VA
1327,kinglet sp.,Regulus sp.,2010-09-26,Woodlawn,1,36.72233,-80.8229,2010,US-VA
1328,Purple Finch,Haemorhous purpureus,2010-09-26,US-VA-Bridgewater-306 E College St,1,38.3795089,-78.9725067,2010,US-VA
1329,Field Sparrow,Spizella pusilla,2010-09-26,Occoquan Bay NWR,6,38.6455061,-77.2361183,2010,US-VA
1330,Savannah Sparrow,Passerculus sandwichensis,2010-09-26,Occoquan Bay NWR,1,38.6455061,-77.2361183,2010,US-VA
1331,Chimney Swift,Chaetura pelagica,2005-09-26 16:15,Fx-Blakiston at Childs Ln.,25,38.7277862,-77.0785682,2005,US-VA
1332,Canada Goose,Branta canadensis,2005-09-26 16:00,Great Falls Park,12,38.9937,-77.2553,2005,US-VA
1333,Mallard,Anas platyrhynchos,2005-09-26 16:00,Great Falls Park,1,38.9937,-77.2553,2005,US-VA
1334,Double-crested Cormorant,Phalacrocorax auritus,2005-09-26 16:00,Great Falls Park,1,38.9937,-77.2553,2005,US-VA
1335,Great Blue Heron,Ardea herodias,2005-09-26 16:00,Great Falls Park,1,38.9937,-77.2553,2005,US-VA
1336,Black Vulture,Coragyps atratus,2005-09-26 16:00,Great Falls Park,1,38.9937,-77.2553,2005,US-VA
1337,Turkey Vulture,Cathartes aura,2005-09-26 16:00,Great Falls Park,1,38.9937,-77.2553,2005,US-VA
1338,Red-bellied Woodpecker,Melanerpes carolinus,2005-09-26 16:00,Great Falls Park,1,38.9937,-77.2553,2005,US-VA
1339,Pileated Woodpecker,Dryocopus pileatus,2005-09-26 16:00,Great Falls Park,1,38.9937,-77.2553,2005,US-VA
1340,Carolina Chickadee,Poecile carolinensis,2005-09-26 16:00,Great Falls Park,1,38.9937,-77.2553,2005,US-VA
1341,Great Egret,Ardea alba,2005-09-26 08:40,Stockton Parkway,2,38.7205722,-77.0770583,2005,US-VA
1342,Blue Jay,Cyanocitta cristata,2005-09-26 08:40,Stockton Parkway,4,38.7205722,-77.0770583,2005,US-VA
1343,American Crow,Corvus brachyrhynchos,2005-09-26 08:40,Stockton Parkway,2,38.7205722,-77.0770583,2005,US-VA
1344,American Goldfinch,Spinus tristis,2005-09-26 08:40,Stockton Parkway,1,38.7205722,-77.0770583,2005,US-VA
1345,Northern Cardinal,Cardinalis cardinalis,2005-09-26 08:40,Stockton Parkway,1,38.7205722,-77.0770583,2005,US-VA
1346,Mourning Dove,Zenaida macroura,2005-09-26 08:25,Fx-Ryegate,2,38.7227389,-77.0769222,2005,US-VA
1347,Tufted Titmouse,Baeolophus bicolor,2005-09-26 08:25,Fx-Ryegate,1,38.7227389,-77.0769222,2005,US-VA
1348,Carolina Wren,Thryothorus ludovicianus,2005-09-26 08:25,Fx-Ryegate,1,38.7227389,-77.0769222,2005,US-VA
1349,American Robin,Turdus migratorius,2005-09-26 08:25,Fx-Ryegate,1,38.7227389,-77.0769222,2005,US-VA
1350,House Sparrow,Passer domesticus,2005-09-26 08:25,Fx-Ryegate,1,38.7227389,-77.0769222,2005,US-VA
1351,Ruby-throated Hummingbird,Archilochus colubris,2005-09-26 08:00,Davis-Mills Farm,1,38.980228,-78.535995,2005,US-VA
1352,Osprey,Pandion haliaetus,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005,US-VA
1353,Sharp-shinned Hawk,Accipiter striatus,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005,US-VA
1354,Downy Woodpecker,Dryobates pubescens,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005,US-VA
1355,Carolina/Black-capped Chickadee,Poecile carolinensis/atricapillus,2005-09-26 08:00,Farm-Registered Site,2,38.9802292,-78.5359946,2005,US-VA
1356,Ruby-crowned Kinglet,Regulus calendula,2005-09-26 08:00,Davis-Mills Farm,1,38.980228,-78.535995,2005,US-VA
1357,House Wren,Troglodytes aedon,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005,US-VA
1358,Gray Catbird,Dumetella carolinensis,2005-09-26 08:00,Davis-Mills Farm,3,38.980228,-78.535995,2005,US-VA
1359,Brown Thrasher,Toxostoma rufum,2005-09-26 08:00,Davis-Mills Farm,1,38.980228,-78.535995,2005,US-VA
1360,White-throated Sparrow,Zonotrichia albicollis,2005-09-26 08:00,Davis-Mills Farm,1,38.980228,-78.535995,2005,US-VA
1361,Song Sparrow,Melospiza melodia,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005,US-VA
1362,Common Yellowthroat,Geothlypis trichas,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005,US-VA
1363,American Redstart,Setophaga ruticilla,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005,US-VA
1364,Magnolia Warbler,Setophaga magnolia,2005-09-26 08:00,Farm-Registered Site,2,38.9802292,-78.5359946,2005,US-VA
1365,Bay-breasted Warbler,Setophaga castanea,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005,US-VA
1366,Chestnut-sided Warbler,Setophaga pensylvanica,2005-09-26 08:00,Davis-Mills Farm,1,38.980228,-78.535995,2005,US-VA
1367,Black-throated Blue Warbler,Setophaga caerulescens,2005-09-26 08:00,Farm-Registered Site,2,38.9802292,-78.5359946,2005,US-VA
1368,Black-throated Green Warbler,Setophaga virens,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005,US-VA
1369,Rose-breasted Grosbeak,Pheucticus ludovicianus,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005,US-VA
1370,Rock Pigeon,Columba livia,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",3,36.8945084,-76.3089328,2005,US-VA
1371,Yellow-billed Cuckoo,Coccyzus americanus,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",1,36.8945084,-76.3089328,2005,US-VA
1372,Clapper Rail,Rallus crepitans,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",1,36.8945084,-76.3089328,2005,US-VA
1373,Laughing Gull,Leucophaeus atricilla,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",3,36.8945084,-76.3089328,2005,US-VA
1374,Herring Gull,Larus argentatus,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",5,36.8945084,-76.3089328,2005,US-VA
1375,Cooper's Hawk,Accipiter cooperii,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",1,36.8945084,-76.3089328,2005,US-VA
1376,Red-eyed Vireo,Vireo olivaceus,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",1,36.8945084,-76.3089328,2005,US-VA
1377,European Starling,Sturnus vulgaris,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",8,36.8945084,-76.3089328,2005,US-VA
1378,Northern Mockingbird,Mimus polyglottos,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",2,36.8945084,-76.3089328,2005,US-VA
1379,House Finch,Haemorhous mexicanus,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",4,36.8945084,-76.3089328,2005,US-VA
1380,Eastern Towhee,Pipilo erythrophthalmus,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",1,36.8945084,-76.3089328,2005,US-VA
1381,Red-winged Blackbird,Agelaius phoeniceus,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",2,36.8945084,-76.3089328,2005,US-VA
1382,Common Grackle,Quiscalus quiscula,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",54,36.8945084,-76.3089328,2005,US-VA
1383,Wood Duck,Aix sponsa,2005-09-26,Kiptopeke SP--Hawk Platform,1,37.1682471,-75.98334,2005,US-VA
1384,Northern Bobwhite,Colinus virginianus,2005-09-26,Kiptopeke SP--Hawk Platform,1,37.1682471,-75.98334,2005,US-VA
1385,American Avocet,Recurvirostra americana,2005-09-26,**BACK BAY NWR,2,36.672127,-75.915661,2005,US-VA
1386,Semipalmated Plover,Charadrius semipalmatus,2005-09-26,**BACK BAY NWR,72,36.672127,-75.915661,2005,US-VA
1387,Killdeer,Charadrius vociferus,2005-09-26,Kiptopeke SP--Hawk Platform,1,37.1682471,-75.98334,2005,US-VA
1388,Ruddy Turnstone,Arenaria interpres,2005-09-26,**BACK BAY NWR,2,36.672127,-75.915661,2005,US-VA
1389,Stilt Sandpiper,Calidris himantopus,2005-09-26,**BACK BAY NWR,11,36.672127,-75.915661,2005,US-VA
1390,Least Sandpiper,Calidris minutilla,2005-09-26,**BACK BAY NWR,14,36.672127,-75.915661,2005,US-VA
1391,White-rumped Sandpiper,Calidris fuscicollis,2005-09-26,**BACK BAY NWR,3,36.672127,-75.915661,2005,US-VA
1392,Pectoral Sandpiper,Calidris melanotos,2005-09-26,**BACK BAY NWR,10,36.672127,-75.915661,2005,US-VA
1393,Semipalmated Sandpiper,Calidris pusilla,2005-09-26,**BACK BAY NWR,11,36.672127,-75.915661,2005,US-VA
1394,peep sp.,Calidris sp. (peep sp.),2005-09-26,**BACK BAY NWR,78,36.672127,-75.915661,2005,US-VA
1395,Short-billed Dowitcher,Limnodromus griseus,2005-09-26,**BACK BAY NWR,8,36.672127,-75.915661,2005,US-VA
1396,Solitary Sandpiper,Tringa solitaria,2005-09-26,**BACK BAY NWR,2,36.672127,-75.915661,2005,US-VA
1397,Greater Yellowlegs,Tringa melanoleuca,2005-09-26,**BACK BAY NWR,13,36.672127,-75.915661,2005,US-VA
1398,Lesser Yellowlegs,Tringa flavipes,2005-09-26,**BACK BAY NWR,31,36.672127,-75.915661,2005,US-VA
1399,Caspian Tern,Hydroprogne caspia,2005-09-26,Kiptopeke SP--Hawk Platform,2,37.1682471,-75.98334,2005,US-VA
1400,Northern Harrier,Circus hudsonius,2005-09-26,Kiptopeke SP--Hawk Platform,2,37.1682471,-75.98334,2005,US-VA
1401,Bald Eagle,Haliaeetus leucocephalus,2005-09-26,Kiptopeke SP--Hawk Platform,3,37.1682471,-75.98334,2005,US-VA
1402,Broad-winged Hawk,Buteo platypterus,2005-09-26,Kiptopeke SP--Hawk Platform,4,37.1682471,-75.98334,2005,US-VA
1403,Red-tailed Hawk,Buteo jamaicensis,2005-09-26,Kiptopeke SP--Hawk Platform,1,37.1682471,-75.98334,2005,US-VA
1404,Yellow-bellied Sapsucker,Sphyrapicus varius,2005-09-26,Kiptopeke SP--Hawk Platform,1,37.1682471,-75.98334,2005,US-VA
1405,Northern Flicker,Colaptes auratus,2005-09-26,Fx-Ryegate at Bradgate,1,38.7229435,-77.0749877,2005,US-VA
1406,American Kestrel,Falco sparverius,2005-09-26,Kiptopeke SP--Hawk Platform,9,37.1682471,-75.98334,2005,US-VA
1407,Merlin,Falco columbarius,2005-09-26,Kiptopeke SP--Hawk Platform,11,37.1682471,-75.98334,2005,US-VA
1408,Peregrine Falcon,Falco peregrinus,2005-09-26,Kiptopeke SP--Hawk Platform,8,37.1682471,-75.98334,2005,US-VA
1409,Eastern Wood-Pewee,Contopus virens,2005-09-26,Syon Abbey,6,37.02004,-80.105835,2005,US-VA
1410,Eastern Phoebe,Sayornis phoebe,2005-09-26,Syon Abbey,2,37.02004,-80.105835,2005,US-VA
1411,Common Raven,Corvus corax,2005-09-26,Syon Abbey,2,37.02004,-80.105835,2005,US-VA
1412,Tree Swallow,Tachycineta bicolor,2005-09-26,Kiptopeke SP--Hawk Platform,40,37.1682471,-75.98334,2005,US-VA
1413,Red-breasted Nuthatch,Sitta canadensis,2005-09-26,Kiptopeke SP--Hawk Platform,2,37.1682471,-75.98334,2005,US-VA
1414,White-breasted Nuthatch,Sitta carolinensis,2005-09-26,Syon Abbey,4,37.02004,-80.105835,2005,US-VA
1415,Eastern Bluebird,Sialia sialis,2005-09-26,Syon Abbey,1,37.02004,-80.105835,2005,US-VA
1416,Chipping Sparrow,Spizella passerina,2005-09-26,Kiptopeke SP--Hawk Platform,2,37.1682471,-75.98334,2005,US-VA
1417,Tennessee Warbler,Leiothlypis peregrina,2005-09-26,Syon Abbey,14,37.02004,-80.105835,2005,US-VA
1418,Cape May Warbler,Setophaga tigrina,2005-09-26,Kiptopeke SP--Hawk Platform,1,37.1682471,-75.98334,2005,US-VA
1419,Blackburnian Warbler,Setophaga fusca,2005-09-26,Syon Abbey,1,37.02004,-80.105835,2005,US-VA
1420,Blackpoll Warbler,Setophaga striata,2005-09-26,Syon Abbey,1,37.02004,-80.105835,2005,US-VA
1421,Summer Tanager,Piranga rubra,2005-09-26,Kiptopeke SP--Hawk Platform,2,37.1682471,-75.98334,2005,US-VA
1422,Scarlet Tanager,Piranga olivacea,2005-09-26,Syon Abbey,1,37.02004,-80.105835,2005,US-VA
1423,Indigo Bunting,Passerina cyanea,2005-09-26,Syon Abbey,1,37.02004,-80.105835,2005,US-VA
1424,Mourning Dove,Zenaida macroura,2000-09-26 19:00,Virginia St,2,38.8408956,-77.2946548,2000,US-VA
1425,Red-bellied Woodpecker,Melanerpes carolinus,2000-09-26 19:00,Virginia St,2,38.8408956,-77.2946548,2000,US-VA
1426,Downy Woodpecker,Dryobates pubescens,2000-09-26 19:00,Virginia St,1,38.8408956,-77.2946548,2000,US-VA
1427,Blue Jay,Cyanocitta cristata,2000-09-26 19:00,Virginia St,3,38.8408956,-77.2946548,2000,US-VA
1428,American Crow,Corvus brachyrhynchos,2000-09-26 19:00,Virginia St,5,38.8408956,-77.2946548,2000,US-VA
1429,Carolina Chickadee,Poecile carolinensis,2000-09-26 19:00,Virginia St,3,38.8408956,-77.2946548,2000,US-VA
1430,Tufted Titmouse,Baeolophus bicolor,2000-09-26 19:00,Virginia St,2,38.8408956,-77.2946548,2000,US-VA
1431,White-breasted Nuthatch,Sitta carolinensis,2000-09-26 19:00,Virginia St,1,38.8408956,-77.2946548,2000,US-VA
1432,House Wren,Troglodytes aedon,2000-09-26 19:00,Virginia St,1,38.8408956,-77.2946548,2000,US-VA
1433,Carolina Wren,Thryothorus ludovicianus,2000-09-26 19:00,Virginia St,3,38.8408956,-77.2946548,2000,US-VA
1434,Gray Catbird,Dumetella carolinensis,2000-09-26 19:00,Virginia St,4,38.8408956,-77.2946548,2000,US-VA
1435,Northern Mockingbird,Mimus polyglottos,2000-09-26 19:00,Virginia St,1,38.8408956,-77.2946548,2000,US-VA
1436,Wood Thrush,Hylocichla mustelina,2000-09-26 19:00,Virginia St,1,38.8408956,-77.2946548,2000,US-VA
1437,House Sparrow,Passer domesticus,2000-09-26 19:00,Virginia St,1,38.8408956,-77.2946548,2000,US-VA
1438,House Finch,Haemorhous mexicanus,2000-09-26 19:00,Virginia St,13,38.8408956,-77.2946548,2000,US-VA
1439,American Goldfinch,Spinus tristis,2000-09-26 19:00,Virginia St,4,38.8408956,-77.2946548,2000,US-VA
1440,Eastern Towhee,Pipilo erythrophthalmus,2000-09-26 19:00,Virginia St,2,38.8408956,-77.2946548,2000,US-VA
1441,Hooded Warbler,Setophaga citrina,2000-09-26 19:00,Virginia St,1,38.8408956,-77.2946548,2000,US-VA
1442,Magnolia Warbler,Setophaga magnolia,2000-09-26 19:00,Virginia St,1,38.8408956,-77.2946548,2000,US-VA
1443,Northern Cardinal,Cardinalis cardinalis,2000-09-26 19:00,Virginia St,14,38.8408956,-77.2946548,2000,US-VA
1444,Ruby-throated Hummingbird,Archilochus colubris,2000-09-26 17:00,"1 Home (37.224, -80.069)",2,37.2238282,-80.0693064,2000,US-VA
1445,Pileated Woodpecker,Dryocopus pileatus,2000-09-26 17:00,"1 Home (37.224, -80.069)",1,37.2238282,-80.0693064,2000,US-VA
1446,Northern Flicker,Colaptes auratus,2000-09-26 17:00,"1 Home (37.224, -80.069)",1,37.2238282,-80.0693064,2000,US-VA
1447,Great Crested Flycatcher,Myiarchus crinitus,2000-09-26 17:00,"1 Home (37.224, -80.069)",1,37.2238282,-80.0693064,2000,US-VA
1448,Tennessee Warbler,Leiothlypis peregrina,2000-09-26 17:00,"1 Home (37.224, -80.069)",1,37.2238282,-80.0693064,2000,US-VA
1449,American Redstart,Setophaga ruticilla,2000-09-26 17:00,"1 Home (37.224, -80.069)",1,37.2238282,-80.0693064,2000,US-VA
1450,Cape May Warbler,Setophaga tigrina,2000-09-26 17:00,"1 Home (37.224, -80.069)",1,37.2238282,-80.0693064,2000,US-VA
1451,Yellow-rumped Warbler,Setophaga coronata,2000-09-26 17:00,"1 Home (37.224, -80.069)",2,37.2238282,-80.0693064,2000,US-VA
1452,Black-throated Green Warbler,Setophaga virens,2000-09-26 17:00,"1 Home (37.224, -80.069)",1,37.2238282,-80.0693064,2000,US-VA
1453,Hairy Woodpecker,Dryobates villosus,2000-09-26 08:45,Virginia St,1,38.8408956,-77.2946548,2000,US-VA
1454,Veery,Catharus fuscescens,2000-09-26 08:45,Virginia St,1,38.8408956,-77.2946548,2000,US-VA
1455,Black-and-white Warbler,Mniotilta varia,2000-09-26 08:45,Virginia St,1,38.8408956,-77.2946548,2000,US-VA
1456,Gadwall,Mareca strepera,2000-09-26,Dyke Marsh Wildlife Preserve,1,38.7695,-77.0494,2000,US-VA
1457,Pied-billed Grebe,Podilymbus podiceps,2000-09-26,Dyke Marsh Wildlife Preserve,24,38.7695,-77.0494,2000,US-VA
1458,Chimney Swift,Chaetura pelagica,2000-09-26,Dyke Marsh Wildlife Preserve,20,38.7695,-77.0494,2000,US-VA
1459,Tree Swallow,Tachycineta bicolor,2000-09-26,Dyke Marsh Wildlife Preserve,75,38.7695,-77.0494,2000,US-VA
